"","user_name","user_location","date","text"
"7188","Jon Gaunt","UK",2020-08-18,"Boris, Sack Frank Spencer Now!
@BorisJohnson should not be on holiday in middle of crisis but in London sacking use… https://t.co/kHwxbImqp1"
"7189","Jameel Institute (J-IDEA)","UK",2020-08-18,"@MRC_Outbreak WEEKLY UPDATE: #COVID19 #covid19science 

Read full report here: 
➡️https://t.co/My6Rd9hXSq

Short-te… https://t.co/kLPEWuxSzN"
"7190","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT &amp;
GROW SOME BALLS!!!!!
#COVID19 #coronavirus #lockdown"
"7191","Research at Essex","UK",2020-08-18,"Thanks to @HeartNewsEast for featuring this important work by @ThePrischiGroup to identify two existing drugs which… https://t.co/V9eUOJtfOf"
"7192","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT &amp;
GROW SOME BALLS!!!
#COVID19 #coronavirus #lockdown"
"7193","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT AND
GROW SOME BALLS!
#COVID19 #coronavirus #lockdown"
"7194","Sam Pye","UK",2020-08-18,"Bloomberg: "
"7195","Fidelity UK","UK",2020-08-18,"2020 was meant to be Capita’s year, until #Covid19 threw the firm’s plans off course, says Toby Sims, as he highlig… https://t.co/6mOHtl40pu"
"7196","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT &amp;
GROW SOME BALLS!!
#COVID19 #coronavirus #lockdown"
"7197","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT AND
GROW SOME BALLS
#COVID19 #coronavirus #lockdown"
"7198","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT &amp;
GROW SOME BALLS!
#COVID19 #coronavirus #lockdown"
"7199","Emma Roulstone Art","UK",2020-08-18,"STOP BEING CONTROLLED BY THE GOVERNMENT &amp;
GROW SOME BALLS
#COVID19 #coronavirus #lockdown"
"7200","John Richards  🇬🇧","UK",2020-08-18,""
"7201","SEP London","UK",2020-08-18,"London bus drivers deliver massive strike vote over “COVID pay,” H&amp;Safety

a genuine fight for health, safety, pay… https://t.co/laXK75ak9D"
"7202","Jameel Institute (J-IDEA)","UK",2020-08-18,"@MRC_Outbreak WEEKLY UPDATE: #COVID19 #covid19science

Read full report here:
➡️https://t.co/My6Rd9hXSq

Short-term… https://t.co/KCIo6L2A33"
"7203","Sodium","UK",2020-08-18,"@officialcalor What's the point in telling people to email you if no-one answers emails?

Even in #COVID19 times yo… https://t.co/QKKq4XcuuJ"
"7204","♡ Louise Tina'xo","UK",2020-08-18,"Never read so many books or done so much gaming... ever! Bored now of being stuck at home due to #COVID19

 #Switch… https://t.co/Yvv9P0OcQ9"
"7205","ViC","UK",2020-08-18,"@WHO Hey ! What about this source ? "
"7206","ViC","UK",2020-08-18,"@WHO @DrTedros Debate between Those doctors  and WHO would be interesting 🧐 "
"7207","Punjab2000","UK",2020-08-18,"Quote from @HarjapBhangal “A lot of us have had this happen to us. ""Please lend me some money. I'll pay you back. I… https://t.co/sHriAvSQyI"
"7208","R Ali","UK",2020-08-18,"Found our abstract for "
"7209","Baz","UK",2020-08-18,"@SkyNewsBreak How about ending this bullshit parade? or will they still refuse to admit they were wrong!!… https://t.co/wyslRmvYZY"
"7210","Morning News Beat","UK",2020-08-18,"Uber and Lyft is faced with what they view as an existential threat to their business models and are considering a… https://t.co/RVIQHyTHy4"
"7211","Stephan in London","UK",2020-08-18,"How many of these stats are needed to get people to understand how much the world has overreacted to #COVID19?

https://t.co/Of365dPVoD"
"7212","Jenova Rain","UK",2020-08-18,"Covid protection engaged!! "
"7213","Nehemiah Housing","UK",2020-08-18,"Pensioners and people from #BAME communities urged to sign up for #COVID19 vaccine trials, as figures show the gove… https://t.co/zh8qy1rwex"
"7214","MDplusthree🎈","UK",2020-08-18,"@pow_45 I think so MsP (I get confused at times too) but at least we still have briefings from our "
"7215","Stephen Blackford","UK",2020-08-18,"And that ""pool party"" in Wuhan? 

Another psychological operation. Why? Because the entire population (apparently)… https://t.co/Qe15Wtl5QN"
"7216","Paparazzi Mirror","UK",2020-08-18,"Virtual Photo Booth 
Your Guests can be anywhere in the world and still be part of it.
 It includes a virtual Guest… https://t.co/iHT9jFDP81"
"7217","Dr Becky Haines","UK",2020-08-18,"Diabetes teams - what are you doing about offering QISMET approved structured education for people with T2 Diabetes… https://t.co/1o2y3UMZs7"
"7218","the professor is in, buckle up","UK",2020-08-18,"@cnn idiots reporting #COVID19 cases coming down woohoo we're winning NOT, you're not testing &amp; not counting cases… https://t.co/drGQkGeZnV"
"7219","Sheffield Uni News","UK",2020-08-18,"Researchers @sheffielduni and @SheffieldHosp are delighted to be expanding recruitment to the over-55s in Sheffield… https://t.co/Gw6xUDVDuz"
"7220","University of Bedfordshire News","UK",2020-08-18,"""It was a challenge sharing our very poor #WiFi with five people - including three students &amp; two parents who were… https://t.co/i4NmHT9d2m"
"7221","Tânia Soares","UK",2020-08-18,"Who says flying is safe?! I'm in an almost full plane with people not wearing masks or wearing it on their shins!!@… https://t.co/XfqE3Qbrfs"
"7222","Andrew Davis","UK",2020-08-18,""
"7223","Ginette Belaatel","UK",2020-08-18,"@henrymance Meh. Tory ""News"" paper (and every ""News"" paper today) keeping the public's eyes off other failings. #Brexit #COVID19"
"7224","Dr David Hardman","UK",2020-08-18,"Tough justice on the French #railway !
#COVID19 https://t.co/EGSpxKJuq4"
"7225","Stephen Blackford","UK",2020-08-18,"First it was the elderly
Then it was the over 70's
Then the over 50's
Now it's the ""younger generation""

All rather… https://t.co/oRhHhKsSOS"
"7226","The AACE","UK",2020-08-18,". @AACE_org welcomes grant awarded to @TASCharity, one of ten leading charities to receive funding for #frontline… https://t.co/5mQ3iERmgr"
"7227","Stephanie Peacock","UK",2020-08-18,"In my recent @ChronOnline column, I wrote about the impact of #COVID19 on family finances – from holiday hunger to… https://t.co/7WWweMk8KC"
"7228","Braden Davy","UK",2020-08-18,"If teenagers don't social distance at school or wear face coverings, how can we expect them to do so when they're not at school? #COVID19"
"7229","Simon Collery","UK",2020-08-18,"Economies &amp; tourism destroyed, unemployment skyrocketing, food prices astronomical, healthcare, education, infrastr… https://t.co/9XFbfNpOjz"
"7230","Claromentis","UK",2020-08-18,"As businesses rely on ​intranet software​ during lockdown, employees are being encouraged to be autonomous in their… https://t.co/kxdXUld6a0"
"7231","SolutionsNotSides","UK",2020-08-18,"Released during the UK "
"7232","No Lockdown","UK",2020-08-18,"He... He says he hates modern day McCarthyism in his bio...

""Are you now or have you ever been a covid hysteria re… https://t.co/Vt2wqK6lBX"
"7233","SETL","UK",2020-08-18,"Financialized COVID-19 Economy: Helicopter Money, Anyone? Part 2 https://t.co/mXVJOcXMVL @SeekingAlpha #COVID19… https://t.co/kgO4nDZgYB"
"7234","Pinfields Limited","UK",2020-08-18,"Second round of grants for the self-employed opens! For more information, click here &gt; https://t.co/gjtBPYea4x… https://t.co/7RrqGMcNlL"
"7235","ThisWeekinFM","UK",2020-08-18,"Does #COVID19 mean the end of tea rounds?

In Moneypenny's survey of 1,000 office workers, 38 per cent strictly sta… https://t.co/dyH5JL48RM"
"7236","Calcutta Hope","UK",2020-08-18,"BBC #News - #Coronavirus: How many #COVID19 deaths is #India missing?
https://t.co/VNqrGgIvoW"
"7237","Hunslet Club Parkside u14s 2019/2020 Season","UK",2020-08-18,"Approved for training. No "
"7238","Generation Scotland","UK",2020-08-18,"TeenCovidLife 2 is live! Check you inbox if you did the first #survey. You should have an invite. 

Didn't take par… https://t.co/k6ZfWSeHs3"
"7239","Mikey","UK",2020-08-18,"With the profound job losses that are coming from #COVID19, let alone #Brexit... I can see an explosion of mental i… https://t.co/WKVfqCYk4r"
"7240","materialstoday","UK",2020-08-18,"New work from @dariog_helsinki @PiaKinaret @_GiusydG published in Nano Today: "
"7241","James Gray","UK",2020-08-18,"No Sh*t Sherlock!

Depression (allegedly) doubles during coronavirus pandemic

#coronavirus #depression #COVID19… https://t.co/VSt9EmZivy"
"7242","Spear Project, Leic","UK",2020-08-18,"A Torrent of Good News! "
"7243","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 cases by age group "
"7244","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 cumulative cases and tests "
"7245","Spread The Word","UK",2020-08-18,"Can we please change the narrative from 'the' virus to 'a' virus. Testing can pick up all types of coronavirus and… https://t.co/J7qHGfwFFj"
"7246","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 daily testing and cases "
"7247","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 testing summary "
"7248","CTSG Brighton","UK",2020-08-18,"Check out our short interviews with Brighton based community organisations about their responses to the "
"7249","Infectious Diseases and Therapy","UK",2020-08-18,"A Systematic Review of the Clinical Utility of Cycle Threshold Values in the Context of "
"7250","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 estimated cases "
"7251","Binman - 😷","UK",2020-08-18,"I will tell you now that in the absence of a real story something will be manufactured to divert attention from thi… https://t.co/HD0mEUo8wh"
"7252","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 daily cases and deaths "
"7253","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 cases by gender "
"7254","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 average cases and deaths "
"7255","Groovy Toon","UK",2020-08-18,"Pima County COVID-19 case fatality rate vs US average case fatality rate. "
"7256","michele","UK",2020-08-18,"So what happened with the limited capacity and cars parking with a space in between? Defo tried to fill the car par… https://t.co/1XBRmbjaZg"
"7257","Sam Pye","UK",2020-08-18,"Police visited "
"7258","Strutt & Parker Cirencester","UK",2020-08-18,"How can we expect our homes to embrace our evolving lifestyles as we adapt to life after #COVID19?

As we look to t… https://t.co/HOpqKgbPUG"
"7259","PCS Union","UK",2020-08-18,"A socially distanced picket line and protest was held at the Tate today as part of the campaign against over 300 re… https://t.co/pOQlLckw3t"
"7260","monitoring care data","UK",2020-08-18,"Care home deaths in England up to 7.8.20

Week 32 ONS deaths appear to have plateaued
(Week 33 CQC notices, that ON… https://t.co/79VTDXfLAE"
"7261","Insurance Times","UK",2020-08-18,"QBE gives £10.6m in premium rebates to motor fleet customers affected by Covid-19.

https://t.co/LhqIZRRDue… https://t.co/CEdoZU1DOJ"
"7262","National Police Chiefs' Council (NPCC)","UK",2020-08-18,"Do you know what you can and cannot do under "
"7263","Circle","UK",2020-08-18,"M&amp;S announced significant redundancies across the UK, due to the Impact of COVID-19 on our shopping and spending ha… https://t.co/Iic4Zf82XM"
"7264","Suzanne","UK",2020-08-18,"Why are people of Hounslow NOT observing safe distancing "
"7265","Stacie","UK",2020-08-18,"Bored as hell! Can't plan anything.... Can't go out and be normal..... "
"7266","Dominik Seitz","UK",2020-08-18,"@waitrose hi, is there a reason why 90% of customers wear a face mask but probably less than 30% of your staff do w… https://t.co/meo1XPGOIN"
"7267","kerry Hooper🌹","UK",2020-08-18,"@JoshuaCarp15 Hey ho, let’s forget about the deadly pandemic that’s lurking then.

Are you aware that 10-17 year ol… https://t.co/JVYOwcxmBp"
"7268","The American Magazine","UK",2020-08-18,"If you're flying internationally soon but a little anxious given the pandemic, a study has offered some useful insi… https://t.co/QFQWzZMVVf"
"7269","Leaders Improve","UK",2020-08-18,"The International Monetary Fund predicts that the world could experience the worst recession since the 1930s. What… https://t.co/iaIbA9o5hg"
"7270","Paul Baker","UK",2020-08-18,""
"7271","The Reputation People","UK",2020-08-18,"Edinburgh lady who relies on "
"7272","Bornach","UK",2020-08-18,"@GM_Daddy @3DPProfessor @RyanAFournier Mail-in-votes do that as well.

Voters cannot possibly know in advance they… https://t.co/khLvuO71bC"
"7273","AlanLB 🦋 ⚖ 🦋","UK",2020-08-18,"@ClaireCoutinho 2/ ...but as you will see, there is still nothing like a downward trend as yet in the number of dai… https://t.co/xutGsI1pSR"
"7274","AlanLB 🦋 ⚖ 🦋","UK",2020-08-18,"1/ .@ClaireCoutinho Here's today's ""Daily [Coronavirus #covid19] cases by date reported"" graph from the… https://t.co/IORURPwKwS"
"7275","Wilder Coe","UK",2020-08-18,"Our "
"7276","Mercy Corps - Europe","UK",2020-08-18,"""There has always been this urge in my heart to help others,"" says Paola, a physiotherapist and member of our Colom… https://t.co/Ebpel7yN50"
"7277","WFP UK","UK",2020-08-18,"Port worker Mohamad tells @WFP’s @reem_nada of the devastating impact of the "
"7278","Professional Development Forum","UK",2020-08-18,"Join the @profdevforum along with @jasonyatsenli to share his "
"7279","This Is Kettering","UK",2020-08-18,"Cases of COVID-19 are rising in the #Kettering area, if you have symptoms of #COVID19, a new continuous cough, a hi… https://t.co/hckuKesrN9"
"7280","NEC UK Ltd Displays","UK",2020-08-18,"Pop-up banners to guide your visitors, customers or staff?
The #NEC A Series #LED poster can be positioned anywhere… https://t.co/JHQHlQSuJp"
"7281","Teach Portsmouth","UK",2020-08-18,"Working with @portsmouthtsa @Official_ETUK and @ScittPrimary, we're showcasing successful teaching graduates in Por… https://t.co/OspOkrF4ET"
"7282","Guy's and St Thomas' Research","UK",2020-08-18,"Our researchers are using anonymised real life data from @GSTTnhs to understand what resources are needed for diffe… https://t.co/0Srid6BE1d"
"7283","Liverpool City Council","UK",2020-08-18,""
"7284","Univadis UK","UK",2020-08-18,"Findings from a study published in Archives of Diseases in Childhood provide more evidence to support the theory th… https://t.co/898dFABx56"
"7285","Rothwell & Towler","UK",2020-08-18,"We’ve got you covered if you test positive for COVID-19 and have to cancel your holiday https://t.co/Yd8yq143UD… https://t.co/wWo86RRcE5"
"7286","Mercer UK","UK",2020-08-18,"How can leaders maintain labour costs while reinventing for a post-"
"7287","ushills","UK",2020-08-18,"Latest 7-day average for COVID-19 in England - 966 "
"7288","Christeyns UK","UK",2020-08-18,"""The good news for accommodation providers is... Guests are returning"". Useful guidelines on preparing for a new ki… https://t.co/fQrm97MNv5"
"7289","OmNomNom DePlume","UK",2020-08-22,"@drjawalsh @ChrisCEOHopson @PHE_uk @GOVUK @DHSCgovuk Don't use HCID as a search term on here. It will drive you nut… https://t.co/tN7OyCcCaS"
"7290","Iceni_Rising(((Shadow Banned)))","UK",2020-08-22,"#COVID19 #Psyop #NewNormal future of Britain, which one are you for?"
